clip,snr,vad_acc,offline_vdr,offline_rpa,offline_rca,offline_gross_err,offline_median_cents,realtime_vdr,realtime_rpa,realtime_rca,realtime_gross_err,realtime_median_cents
150,+0 dB,0.958,0.4029126213592233,0.8433734939759037,0.8433734939759037,0.1566265060240964,19.952945709228516,0.28640776699029125,0.7796610169491526,0.7796610169491526,0.22033898305084745,20.129758834838867
151,+0 dB,0.986,0.8446866485013624,0.9838709677419355,0.9838709677419355,0.016129032258064516,19.470333099365234,0.8065395095367848,0.972972972972973,0.972972972972973,0.02702702702702703,19.470333099365234
152,+0 dB,0.288,0.0,nan,nan,nan,nan,0.022988505747126436,1.0,1.0,0.0,20.028881072998047
153,+0 dB,0.67,0.3194029850746269,1.0,1.0,0.0,19.338695526123047,0.31044776119402984,0.9903846153846154,0.9903846153846154,0.009615384615384616,19.338695526123047
154,+0 dB,0.982,0.898936170212766,0.9733727810650887,0.9733727810650887,0.026627218934911243,19.40767478942871,0.8962765957446809,0.973293768545994,0.973293768545994,0.026706231454005934,19.40767478942871
155,+0 dB,0.994,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
156,+0 dB,0.672,0.01634877384196185,1.0,1.0,0.0,19.823945999145508,0.051771117166212535,0.9473684210526315,0.9473684210526315,0.05263157894736842,19.91338348388672
157,+0 dB,0.876,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
158,+0 dB,0.902,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
159,+0 dB,0.836,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
160,+0 dB,0.984,0.9243902439024391,0.9736147757255936,0.9736147757255936,0.026385224274406333,19.303794860839844,0.8951219512195122,0.9727520435967303,0.9727520435967303,0.027247956403269755,19.303794860839844
161,+0 dB,0.994,0.5440613026819924,0.8380281690140845,0.8450704225352113,0.1619718309859155,19.96818733215332,0.4789272030651341,0.848,0.848,0.152,19.96818733215332
162,+0 dB,0.952,0.8844339622641509,0.9813333333333333,0.9813333333333333,0.018666666666666668,0.5294880270957947,0.8490566037735849,0.9722222222222222,0.9722222222222222,0.027777777777777776,0.5294880270957947
163,+0 dB,0.986,0.5259067357512953,0.9507389162561576,0.9507389162561576,0.04926108374384237,19.989273071289062,0.48186528497409326,0.9247311827956989,0.9247311827956989,0.07526881720430108,19.960567474365234
164,+0 dB,0.964,0.4328767123287671,0.9367088607594937,0.9367088607594937,0.06329113924050633,19.734783172607422,0.39452054794520547,0.9166666666666666,0.9166666666666666,0.08333333333333333,19.80357551574707
165,+0 dB,0.986,0.734375,0.9716312056737588,0.9716312056737588,0.028368794326241134,0.514682948589325,0.6536458333333334,0.9760956175298805,0.9760956175298805,0.02390438247011952,0.514682948589325
166,+0 dB,0.592,0.0049382716049382715,1.0,1.0,0.0,10.001279830932617,0.007407407407407408,1.0,1.0,0.0,19.832923889160156
167,+0 dB,0.58,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
168,+0 dB,0.982,0.8191214470284238,0.9400630914826499,0.9400630914826499,0.05993690851735016,19.989273071289062,0.8242894056847545,0.9310344827586207,0.9310344827586207,0.06896551724137931,19.989273071289062
